2018-03-13 23:56:13 startup archives unpack
2018-03-19 21:23:18 status half-configured liblcms2-2:amd64 2.8-4
2018-03-19 21:23:18 status installed liblcms2-2:amd64 2.8-4
2018-03-19 21:23:18 configure libjbig0:amd64 2.1-3.1+b2 <none>
2018-03-19 21:23:18 status unpacked libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:18 status half-configured libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:18 status installed libjbig0:amd64 2.1-3.1+b2
2018-03-19 21:23:18 configure libpcsclite1:amd64 1.8.20-1 <none>
2018-03-19 21:23:18 status unpacked libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:18 status half-configured libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:18 status installed libpcsclite1:amd64 1.8.20-1
2018-03-19 21:23:18 configure libpthread-stubs0-dev:amd64 0.3-4 <none>
2018-03-19 21:23:18 status unpacked libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:18 status half-configured libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:18 status installed libpthread-stubs0-dev:amd64 0.3-4
2018-03-19 21:23:18 configure fonts-dejavu-core:all 2.37-1 <none>
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status unpacked fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status half-configured fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 status installed fonts-dejavu-core:all 2.37-1
2018-03-19 21:23:18 configure libglib2.0-0:amd64 2.50.3-2 <none>
2018-03-19 21:23:18 status unpacked libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:18 status half-configured libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:19 status installed libglib2.0-0:amd64 2.50.3-2
2018-03-19 21:23:19 configure libasound2-data:all 1.1.3-5 <none>
2018-03-19 21:23:19 status unpacked libasound2-data:all 1.1.3-5
2018-03-19 21:23:19 status half-configured libasound2-data:all 1.1.3-5
2018-03-19 21:23:19 status installed libasound2-data:all 1.1.3-5
2018-03-19 21:23:19 configure libxshmfence1:amd64 1.2-1+b2 <none>
2018-03-19 21:23:19 status unpacked libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:19 status half-configured libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:19 status installed libxshmfence1:amd64 1.2-1+b2
2018-03-19 21:23:19 configure xorg-sgml-doctools:all 1:1.11-1 <none>
2018-03-19 21:23:19 status unpacked xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:19 status half-configured xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:19 status installed xorg-sgml-doctools:all 1:1.11-1
2018-03-19 21:23:19 configure libcap2:amd64 1:2.25-1 <none>
2018-03-19 21:23:19 status unpacked libcap2:amd64 1:2.25-1
2018-03-19 21:23:19 status half-configured libcap2:amd64 1:2.25-1
2018-03-19 21:23:19 status installed libcap2:amd64 1:2.25-1
2018-03-19 21:23:19 configure libllvm3.9:amd64 1:3.9.1-9 <none>
2018-03-19 21:23:19 status unpacked libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:19 status half-configured libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:19 status installed libllvm3.9:amd64 1:3.9.1-9
2018-03-19 21:23:19 configure libwayland-client0:amd64 1.12.0-1 <none>
2018-03-19 21:23:19 status unpacked libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:19 status half-configured libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:19 status installed libwayland-client0:amd64 1.12.0-1
2018-03-19 21:23:19 configure xkb-data:all 2.19-1+deb9u1 <none>
2018-03-19 21:23:19 status unpacked xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:19 status half-configured xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:19 status installed xkb-data:all 2.19-1+deb9u1
2018-03-19 21:23:19 configure libproxy1v5:amd64 0.4.14-2 <none>
2018-03-19 21:23:19 status unpacked libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:19 status half-configured libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:19 status installed libproxy1v5:amd64 0.4.14-2
2018-03-19 21:23:19 configure java-common:all 0.58 <none>
2018-03-19 21:23:19 status unpacked java-common:all 0.58
2018-03-19 21:23:19 status half-configured java-common:all 0.58
2018-03-19 21:23:19 status installed java-common:all 0.58
2018-03-19 21:23:19 configure libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2 <none>
2018-03-19 21:23:19 status unpacked libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:19 status half-configured libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:19 status installed libgdk-pixbuf2.0-common:all 2.36.5-2+deb9u2
2018-03-19 21:23:19 configure glib-networking-services:amd64 2.50.0-1+b1 <none>
2018-03-19 21:23:19 status unpacked glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:19 status half-configured glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:19 status installed glib-networking-services:amd64 2.50.0-1+b1
2018-03-19 21:23:19 configure libdatrie1:amd64 0.2.10-4+b1 <none>
2018-03-19 21:23:19 status unpacked libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:19 status half-configured libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:19 status installed libdatrie1:amd64 0.2.10-4+b1
2018-03-19 21:23:19 configure libtiff5:amd64 4.0.8-2+deb9u2 <none>
2018-03-19 21:23:19 status unpacked libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:19 status half-configured libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:19 status installed libtiff5:amd64 4.0.8-2+deb9u2
2018-03-19 21:23:19 configure libtxc-dxtn-s2tc:amd64 1.0+git20151227-2 <none>
2018-03-19 21:23:19 status unpacked libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:19 status half-configured libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:19 status installed libtxc-dxtn-s2tc:amd64 1.0+git20151227-2
2018-03-19 21:23:19 configure libgif7:amd64 5.1.4-0.4 <none>
2018-03-19 21:23:19 status unpacked libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:19 status half-configured libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:19 status installed libgif7:amd64 5.1.4-0.4
2018-03-19 21:23:19 configure x11proto-kb-dev:all 1.0.7-1 <none>
2018-03-19 21:23:19 status unpacked x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:19 status half-configured x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:19 status installed x11proto-kb-dev:all 1.0.7-1
2018-03-19 21:23:19 configure libglapi-mesa:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:19 status unpacked libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:19 status half-configured libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:19 status installed libglapi-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:19 configure sgml-base:all 1.29 <none>
2018-03-19 21:23:19 status unpacked sgml-base:all 1.29
2018-03-19 21:23:19 status half-configured sgml-base:all 1.29
2018-03-19 21:23:19 status installed sgml-base:all 1.29
2018-03-19 21:23:19 configure libicu57:amd64 57.1-6+deb9u1 <none>
2018-03-19 21:23:19 status unpacked libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:19 status half-configured libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:19 status installed libicu57:amd64 57.1-6+deb9u1
2018-03-19 21:23:19 configure libnspr4:amd64 2:4.12-6 <none>
2018-03-19 21:23:19 status unpacked libnspr4:amd64 2:4.12-6
2018-03-19 21:23:19 status half-configured libnspr4:amd64 2:4.12-6
2018-03-19 21:23:19 status installed libnspr4:amd64 2:4.12-6
2018-03-19 21:23:19 configure libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2 <none>
2018-03-19 21:23:19 status unpacked libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:19 status half-configured libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:19 status installed libxml2:amd64 2.9.4+dfsg1-2.2+deb9u2
2018-03-19 21:23:19 configure libfreetype6:amd64 2.6.3-3.2 <none>
2018-03-19 21:23:19 status unpacked libfreetype6:amd64 2.6.3-3.2
2018-03-19 21:23:19 status half-configured libfreetype6:amd64 2.6.3-3.2
2018-03-19 21:23:19 status installed libfreetype6:amd64 2.6.3-3.2
2018-03-19 21:23:19 configure libasound2:amd64 1.1.3-5 <none>
2018-03-19 21:23:19 status unpacked libasound2:amd64 1.1.3-5
2018-03-19 21:23:19 status half-configured libasound2:amd64 1.1.3-5
2018-03-19 21:23:19 status installed libasound2:amd64 1.1.3-5
2018-03-19 21:23:19 configure libdrm2:amd64 2.4.74-1 <none>
2018-03-19 21:23:19 status unpacked libdrm2:amd64 2.4.74-1
2018-03-19 21:23:19 status half-configured libdrm2:amd64 2.4.74-1
2018-03-19 21:23:19 status installed libdrm2:amd64 2.4.74-1
2018-03-19 21:23:19 configure libjson-glib-1.0-0:amd64 1.2.6-1 <none>
2018-03-19 21:23:19 status unpacked libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:19 status half-configured libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:19 status installed libjson-glib-1.0-0:amd64 1.2.6-1
2018-03-19 21:23:19 configure libgraphite2-3:amd64 1.3.10-1 <none>
2018-03-19 21:23:19 status unpacked libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:19 status half-configured libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:19 status installed libgraphite2-3:amd64 1.3.10-1
2018-03-19 21:23:19 configure libcroco3:amd64 0.6.11-3 <none>
2018-03-19 21:23:19 status unpacked libcroco3:amd64 0.6.11-3
2018-03-19 21:23:19 status half-configured libcroco3:amd64 0.6.11-3
2018-03-19 21:23:19 status installed libcroco3:amd64 0.6.11-3
2018-03-19 21:23:19 configure libogg0:amd64 1.3.2-1 <none>
2018-03-19 21:23:19 status unpacked libogg0:amd64 1.3.2-1
2018-03-19 21:23:19 status half-configured libogg0:amd64 1.3.2-1
2018-03-19 21:23:20 status installed libogg0:amd64 1.3.2-1
2018-03-19 21:23:20 configure libatk1.0-data:all 2.22.0-1 <none>
2018-03-19 21:23:20 status unpacked libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:20 status half-configured libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:20 status installed libatk1.0-data:all 2.22.0-1
2018-03-19 21:23:20 configure libx11-xcb1:amd64 2:1.6.4-3 <none>
2018-03-19 21:23:20 status unpacked libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:20 status half-configured libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:20 status installed libx11-xcb1:amd64 2:1.6.4-3
2018-03-19 21:23:20 configure libpixman-1-0:amd64 0.34.0-1 <none>
2018-03-19 21:23:20 status unpacked libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:20 status half-configured libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:20 status installed libpixman-1-0:amd64 0.34.0-1
2018-03-19 21:23:20 configure xtrans-dev:all 1.3.5-1 <none>
2018-03-19 21:23:20 status unpacked xtrans-dev:all 1.3.5-1
2018-03-19 21:23:20 status half-configured xtrans-dev:all 1.3.5-1
2018-03-19 21:23:20 status installed xtrans-dev:all 1.3.5-1
2018-03-19 21:23:20 configure libglib2.0-data:all 2.50.3-2 <none>
2018-03-19 21:23:20 status unpacked libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:20 status half-configured libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:20 status installed libglib2.0-data:all 2.50.3-2
2018-03-19 21:23:20 trigproc libc-bin:amd64 2.24-11+deb9u3 <none>
2018-03-19 21:23:20 status half-configured libc-bin:amd64 2.24-11+deb9u3
2018-03-19 21:23:20 status installed libc-bin:amd64 2.24-11+deb9u3
2018-03-19 21:23:20 configure libepoxy0:amd64 1.3.1-2 <none>
2018-03-19 21:23:20 status triggers-pending libc-bin:amd64 2.24-11+deb9u3
2018-03-19 21:23:20 status unpacked libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:20 status half-configured libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:20 status installed libepoxy0:amd64 1.3.1-2
2018-03-19 21:23:20 configure libapparmor1:amd64 2.11.0-3+deb9u2 <none>
2018-03-19 21:23:20 status unpacked libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:20 status half-configured libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:20 status installed libapparmor1:amd64 2.11.0-3+deb9u2
2018-03-19 21:23:20 configure libatk1.0-0:amd64 2.22.0-1 <none>
2018-03-19 21:23:20 status unpacked libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:20 status half-configured libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:20 status installed libatk1.0-0:amd64 2.22.0-1
2018-03-19 21:23:20 configure libfontenc1:amd64 1:1.1.3-1+b2 <none>
2018-03-19 21:23:20 status unpacked libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:20 status half-configured libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:20 status installed libfontenc1:amd64 1:1.1.3-1+b2
2018-03-19 21:23:20 configure libdconf1:amd64 0.26.0-2+b1 <none>
2018-03-19 21:23:20 status unpacked libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:20 status half-configured libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:20 status installed libdconf1:amd64 0.26.0-2+b1
2018-03-19 21:23:20 configure libx11-doc:all 2:1.6.4-3 <none>
2018-03-19 21:23:20 status unpacked libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:20 status half-configured libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:20 status installed libx11-doc:all 2:1.6.4-3
2018-03-19 21:23:20 configure libpciaccess0:amd64 0.13.4-1+b2 <none>
2018-03-19 21:23:20 status unpacked libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:20 status half-configured libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:20 status installed libpciaccess0:amd64 0.13.4-1+b2
2018-03-19 21:23:20 configure libsensors4:amd64 1:3.4.0-4 <none>
2018-03-19 21:23:20 status unpacked libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:20 status unpacked libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:20 status unpacked libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:20 status half-configured libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:20 status installed libsensors4:amd64 1:3.4.0-4
2018-03-19 21:23:20 configure shared-mime-info:amd64 1.8-1 <none>
2018-03-19 21:23:20 status unpacked shared-mime-info:amd64 1.8-1
2018-03-19 21:23:20 status half-configured shared-mime-info:amd64 1.8-1
2018-03-19 21:23:22 status installed shared-mime-info:amd64 1.8-1
2018-03-19 21:23:22 configure libxkbcommon0:amd64 0.7.1-2~deb9u1 <none>
2018-03-19 21:23:22 status unpacked libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:22 status half-configured libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:22 status installed libxkbcommon0:amd64 0.7.1-2~deb9u1
2018-03-19 21:23:22 configure libdrm-radeon1:amd64 2.4.74-1 <none>
2018-03-19 21:23:22 status unpacked libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:22 status half-configured libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:22 status installed libdrm-radeon1:amd64 2.4.74-1
2018-03-19 21:23:22 configure libcolord2:amd64 1.3.3-2 <none>
2018-03-19 21:23:22 status unpacked libcolord2:amd64 1.3.3-2
2018-03-19 21:23:22 status half-configured libcolord2:amd64 1.3.3-2
2018-03-19 21:23:22 status installed libcolord2:amd64 1.3.3-2
2018-03-19 21:23:22 configure libthai-data:all 0.1.26-1 <none>
2018-03-19 21:23:22 status unpacked libthai-data:all 0.1.26-1
2018-03-19 21:23:22 status half-configured libthai-data:all 0.1.26-1
2018-03-19 21:23:22 status installed libthai-data:all 0.1.26-1
2018-03-19 21:23:22 configure libxdmcp6:amd64 1:1.1.2-3 <none>
2018-03-19 21:23:22 status unpacked libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:22 status half-configured libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:22 status installed libxdmcp6:amd64 1:1.1.2-3
2018-03-19 21:23:22 configure xml-core:all 0.17 <none>
2018-03-19 21:23:22 status triggers-pending sgml-base:all 1.29
2018-03-19 21:23:22 status unpacked xml-core:all 0.17
2018-03-19 21:23:22 status unpacked xml-core:all 0.17
2018-03-19 21:23:22 status triggers-pending sgml-base:all 1.29
2018-03-19 21:23:22 status unpacked xml-core:all 0.17
2018-03-19 21:23:22 status half-configured xml-core:all 0.17
2018-03-19 21:23:22 status triggers-awaited xml-core:all 0.17
2018-03-19 21:23:22 configure libdrm-nouveau2:amd64 2.4.74-1 <none>
2018-03-19 21:23:22 status unpacked libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:22 status half-configured libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:22 status installed libdrm-nouveau2:amd64 2.4.74-1
2018-03-19 21:23:23 configure fonts-dejavu-extra:all 2.37-1 <none>
2018-03-19 21:23:23 status unpacked fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:23 status half-configured fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:23 status installed fonts-dejavu-extra:all 2.37-1
2018-03-19 21:23:23 configure libvorbis0a:amd64 1.3.5-4+deb9u2 <none>
2018-03-19 21:23:23 status unpacked libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:23 status half-configured libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:23 status installed libvorbis0a:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:23 configure x11-common:all 1:7.7+19 <none>
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status unpacked x11-common:all 1:7.7+19
2018-03-19 21:23:23 status half-configured x11-common:all 1:7.7+19
2018-03-19 21:23:23 status installed x11-common:all 1:7.7+19
2018-03-19 21:23:23 trigproc ca-certificates:all 20161130+nmu1 <none>
2018-03-19 21:23:23 status half-configured ca-certificates:all 20161130+nmu1
2018-03-19 21:23:24 status installed ca-certificates:all 20161130+nmu1
2018-03-19 21:23:24 configure hicolor-icon-theme:all 0.15-1 <none>
2018-03-19 21:23:24 status unpacked hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:24 status half-configured hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:24 status installed hicolor-icon-theme:all 0.15-1
2018-03-19 21:23:24 configure xdg-user-dirs:amd64 0.15-2+b1 <none>
2018-03-19 21:23:24 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 status unpacked xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 status half-configured xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 status installed xdg-user-dirs:amd64 0.15-2+b1
2018-03-19 21:23:24 configure libwayland-cursor0:amd64 1.12.0-1 <none>
2018-03-19 21:23:24 status unpacked libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:24 status half-configured libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:24 status installed libwayland-cursor0:amd64 1.12.0-1
2018-03-19 21:23:24 configure libx11-data:all 2:1.6.4-3 <none>
2018-03-19 21:23:24 status unpacked libx11-data:all 2:1.6.4-3
2018-03-19 21:23:24 status half-configured libx11-data:all 2:1.6.4-3
2018-03-19 21:23:24 status installed libx11-data:all 2:1.6.4-3
2018-03-19 21:23:24 configure libxau6:amd64 1:1.0.8-1 <none>
2018-03-19 21:23:24 status unpacked libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:24 status half-configured libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:24 status installed libxau6:amd64 1:1.0.8-1
2018-03-19 21:23:24 configure libdbus-1-3:amd64 1.10.26-0+deb9u1 <none>
2018-03-19 21:23:24 status unpacked libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 status half-configured libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 status installed libdbus-1-3:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 configure libwrap0:amd64 7.6.q-26 <none>
2018-03-19 21:23:24 status unpacked libwrap0:amd64 7.6.q-26
2018-03-19 21:23:24 status half-configured libwrap0:amd64 7.6.q-26
2018-03-19 21:23:24 status installed libwrap0:amd64 7.6.q-26
2018-03-19 21:23:24 configure libavahi-common-data:amd64 0.6.32-2 <none>
2018-03-19 21:23:24 status unpacked libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:24 status half-configured libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:24 status installed libavahi-common-data:amd64 0.6.32-2
2018-03-19 21:23:24 configure libwayland-server0:amd64 1.12.0-1 <none>
2018-03-19 21:23:24 status unpacked libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:24 status half-configured libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:24 status installed libwayland-server0:amd64 1.12.0-1
2018-03-19 21:23:24 configure fontconfig-config:all 2.11.0-6.7 <none>
2018-03-19 21:23:24 status unpacked fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:24 status unpacked fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:24 status unpacked fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:24 status half-configured fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:24 status installed fontconfig-config:all 2.11.0-6.7
2018-03-19 21:23:24 configure x11proto-core-dev:all 7.0.31-1 <none>
2018-03-19 21:23:24 status unpacked x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:24 status half-configured x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:24 status installed x11proto-core-dev:all 7.0.31-1
2018-03-19 21:23:24 configure libdrm-amdgpu1:amd64 2.4.74-1 <none>
2018-03-19 21:23:24 status unpacked libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:24 status half-configured libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:24 status installed libdrm-amdgpu1:amd64 2.4.74-1
2018-03-19 21:23:24 configure dconf-service:amd64 0.26.0-2+b1 <none>
2018-03-19 21:23:24 status unpacked dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:24 status half-configured dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:24 status installed dconf-service:amd64 0.26.0-2+b1
2018-03-19 21:23:24 configure libgbm1:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:24 status unpacked libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:24 status half-configured libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:24 status installed libgbm1:amd64 13.0.6-1+b2
2018-03-19 21:23:24 configure libflac8:amd64 1.3.2-1 <none>
2018-03-19 21:23:24 status unpacked libflac8:amd64 1.3.2-1
2018-03-19 21:23:24 status half-configured libflac8:amd64 1.3.2-1
2018-03-19 21:23:24 status installed libflac8:amd64 1.3.2-1
2018-03-19 21:23:24 configure libnss3:amd64 2:3.26.2-1.1+deb9u1 <none>
2018-03-19 21:23:24 status unpacked libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:24 status half-configured libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:24 status installed libnss3:amd64 2:3.26.2-1.1+deb9u1
2018-03-19 21:23:24 configure libharfbuzz0b:amd64 1.4.2-1 <none>
2018-03-19 21:23:24 status unpacked libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:24 status half-configured libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:24 status installed libharfbuzz0b:amd64 1.4.2-1
2018-03-19 21:23:24 configure libxau-dev:amd64 1:1.0.8-1 <none>
2018-03-19 21:23:24 status unpacked libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:24 status half-configured libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:24 status installed libxau-dev:amd64 1:1.0.8-1
2018-03-19 21:23:24 configure libthai0:amd64 0.1.26-1 <none>
2018-03-19 21:23:24 status unpacked libthai0:amd64 0.1.26-1
2018-03-19 21:23:24 status half-configured libthai0:amd64 0.1.26-1
2018-03-19 21:23:24 status installed libthai0:amd64 0.1.26-1
2018-03-19 21:23:24 configure tcpd:amd64 7.6.q-26 <none>
2018-03-19 21:23:24 status unpacked tcpd:amd64 7.6.q-26
2018-03-19 21:23:24 status half-configured tcpd:amd64 7.6.q-26
2018-03-19 21:23:24 status installed tcpd:amd64 7.6.q-26
2018-03-19 21:23:24 configure libdrm-intel1:amd64 2.4.74-1 <none>
2018-03-19 21:23:24 status unpacked libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:24 status half-configured libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:24 status installed libdrm-intel1:amd64 2.4.74-1
2018-03-19 21:23:24 configure libxdmcp-dev:amd64 1:1.1.2-3 <none>
2018-03-19 21:23:24 status unpacked libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:24 status half-configured libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:24 status installed libxdmcp-dev:amd64 1:1.1.2-3
2018-03-19 21:23:24 configure libice6:amd64 2:1.0.9-2 <none>
2018-03-19 21:23:24 status unpacked libice6:amd64 2:1.0.9-2
2018-03-19 21:23:24 status half-configured libice6:amd64 2:1.0.9-2
2018-03-19 21:23:24 status installed libice6:amd64 2:1.0.9-2
